элитная,фужерные,для мужчин,"Бергамот, Зеленый мандарин","Лаванда, Фиалка","Бобы тонка, Ветивер, Кашемировое дерево, Кожа",Италия,2012,Италия,35105,Trussardi,Trussardi My Land
элитная,цитрусовые,для мужчин,"Гедион, Грейпфрут, Кориандр, Мандарин","Ветивер, Экстракт даваны","Кедр, Ладан",Франция,2002,Франция,2270,Givenchy,Givenchy Pour Homme
элитная,цитрусовые,для женщин,"Бергамот, Кожура апельсина, Лимон, Ревень","Амбра, Гвоздика, Дубовый мох, Жасмин, Мускус","Амбра, Гвоздика, Дубовый мох, Жасмин, Зеленый чай, Мускус, Тмин, Щавель",Испания,1999,США,1801,Elizabeth Arden,Elizabeth Arden Green Tea
элитная,"фруктовые, цветочные",для женщин,"Белая фрезия, Горький апельсин, Персик","Жасмин, Магнолия, Роза","Амбра, Кедр из Вирджинии, Мускус",Франция,2010,Франция,15223,Lanvin,Lanvin Marry Me
миддл ап,"цветочные, цитрусовые",для женщин,"Бергамот, Грейпфрут, Фрезия","Ирис, Цветы лотоса","Гелиотроп, Мускус",Италия,2001,Италия,2216,Gian Marco Venturi,Gian Marco Venturi Woman
элитная,"цветочные, шипровые",для женщин,Цитрусовые ноты,"Водяной гиацинт, Жасмин","Амбра, Белый мускус, Ветивер, Пачули, Тиковое дерево",Франция,2007,Франция,1282,Chanel,Chanel Chance Eau Fraiche
элитная,"древесные, мускусные, цветочные",для женщин,"Ананас, Бергамот, Грейпфрут, Персик, Синяя роза","Гардения, Гиацинт, Красное яблоко, Ландыш, Роза, Фиалка, Фрезия, Цветок лотоса","Амбра, Белый мускус, Кедр, Ладан, Морские водоросли, Мускус, Пачули",Франция,2007,Япония,11834,Shiseido,Shiseido Zen
миддл маркет,"древесные, мускусные, цветочные",для женщин,"Апельсин, Грейпфрут, Красная смородина, Лимон","Камыш, Корица, Ландыш, Чайная роза","Древесина танака, Кедр, Мускус",Италия,2004,Италия,3474,Moschino,Moschino I Love Love
элитная,цветочные,для женщин,"Лимон, Мята","Жасмин, Пион, Розовый перец","Кедр, Лабданум, Сахар",Франция,2010,Италия,15199,Giorgio Armani,Giorgio Armani Acqua di Gioia
элитная,"древесные, цветочные",для женщин,"Бергамот, Зеленое яблоко, Масло мускатного ореха, Перец, Фрезия","Гелиотроп, Гибискус, Жасмин, Роза, Фиалка","Кедр, Кожа, Лабданум, Ладан, Мускус, Сандаловое дерево","Великобритания, Испания",2003,Франция,3022,Lacoste,Lacoste Pour Femme
элитная,"пряные, фруктовые, цветочные",для женщин,"Бергамот, Корень можжевельника, Мандарин, Цветок апельсина","Гедион, Древесные ноты, Зеленый перец, Красный перец, Ландыш","Белый мускус, Кардамон, Шалфей","Испания, Италия",2000,Испания,460,Angel Schlesser,Angel Schlesser Femme
элитная,"фруктовые, цветочные",для женщин,"Колокольчик, Лимон","Бамбук, Белая роза, Жасмин","Амбра, Кедр, Мускус","Германия, Франция",2001,Италия,1649,Dolce&Gabbana,Dolce&Gabbana Light Blue
элитная,"древесные, пряные",для мужчин,"Апельсин, Грейпфрут, Минералы","Герань, Кедр атласский, Перец, Роза","Бензоин, Ветивер, Пачули",Франция,2006,Франция,2585,Hermes,Hermes Terre d'Hermes
элитная,цветочные,для женщин,"Грейпфрут, Магнолия, Огурец","Зеленое яблоко, Ландыш, Роза, Тубероза, Фиалка","Белая амбра, Древесные ноты",Швейцария,2004,США,1685,DKNY,DKNY Be Delicious
элитная,"восточные, цветочные",для женщин,"Бергамот, Грейпфрут, Листья черной смородины","Кактус, Орхидея","Амбра, Ваниль, Кедр","Европейский Союз, США",2007,США,977,Calvin Klein,Calvin Klein CK IN2U Her
элитная,"восточные, цветочные",унисекс,Амброксан,Амброксан,Амброксан,Великобритания,2008,Германия,16319,Escentric Molecules,Escentric Molecules Molecule 02
элитная,"фруктовые, цветочные",для женщин,"Айва, Грейпфрут","Гиацинт, Жасмин","Амбра, Ирис, Кедр, Мускус",Франция,2010,Франция,12785,Chanel,Chanel Chance Eau Tendre
элитная,"древесные, фужерные",для мужчин,"Бергамот, Мускатный шалфей, Розовый перец","Кожа, Таитянский ветивер","Акигалавуд, Амброксан, Какао, Пачули из Индонезии",Франция,2019,Франция,626087,Montblanc,Montblanc Explorer
элитная,цветочные,для женщин,"Бергамот, Флердоранж","Жасмин, Индийская тубероза","Белый мускус, Бурбонская ваниль, Виргинский кедр",Франция,2020,Италия,837387,Giorgio Armani,Giorgio Armani My Way
элитная,"восточные, древесные",для мужчин,"Ветиверил ацетат, Кипарис","Бурбонский ветивер, Ветивер из Гаити","Кашемировое дерево, Мускус",Франция,2006,Франция,46457,Lalique,Lalique Encre Noire
элитная,"фруктовые, цветочные",для женщин,"Лайм, Лимон","Ваниль, Лунный цветок, Пион, Яблоко в карамели","Дерево яблони, Мускус",Франция,2006,Франция,3578,Nina Ricci,Nina Ricci Nina
элитная,"восточные, фужерные",для мужчин,Бергамот,"Звездчатый анис, Китайский перец, Лаванда, Мускатный орех","Амброксан, Ваниль",Франция,2018,Франция,449889,Dior,Dior Sauvage Eau de Parfum
элитная,"восточные, гурманские",для женщин,Груша,"Ванильная орхидея, Роза","Ладан, Папирус, Пачули, Пралине",Франция,2015,Франция,168595,Lancome,Lancome La Nuit Tresor
элитная,"фруктовые, цветочные",для женщин,"Бамбук, Кумкват, Юзу","Древесные ноты, Жасмин, Зеленое яблоко, Лотос, Роза, Сандаловое дерево","Белый кедр, Древесные ноты, Кедр, Сандаловое дерево",Италия,2012,Италия,37381,Trussardi,Trussardi Delicate Rose
элитная,"фруктовые, цветочные",для женщин,"Красная смородина, Красное яблоко","Белая фрезия, Жасмин","Белый мускус, Ванильная орхидея, Светлая древесина",Франция,2016,Франция,329719,Lanvin,Lanvin Modern Princess
элитная,"фруктовые, цветочные",для женщин,"Груша, Розовый перец, Черная смородина","Гелиотроп, Жасмин, Роза","Белый кедр, Ваниль",Франция,2017,Италия,428611,Giorgio Armani,Giorgio Armani Si Passione
элитная,"фруктовые, шипровые",для женщин,"Calone, Апельсин, Бергамот, Груша, Клубника, Малина, Танжерин","Апельсиновый цвет, Дурман, Жасмин, Жасмин самбак, Пивонья","Ваниль, Кедр, Листья пачули, Мох",Франция,2016,Франция,314329,Yves Saint Laurent,Yves Saint Laurent Mon Paris
элитная,"восточные, цветочные",для женщин,"Водяной жасмин, Зеленый мандарин, Цветок имбиря","Ваниль, Соль","Кашемировое дерево, Сандаловое дерево, Серая амбра",Франция,2015,Испания,187255,Paco Rabanne,Paco Rabanne Olympea
элитная,"восточные, древесные",для женщин,"Бергамот, Лаванда","Жасмин самбак, Ирис","Кумарин, Сандал, Таитянская ваниль",Франция,2017,Франция,335957,Guerlain,Guerlain Mon Guerlain
элитная,цветочные,для женщин,"Мандарин, Сладкий горошек","Гардения, Орхидея","Ваниль, Древесные ноты, Мускус, Сандаловое дерево","Испания, Франция",2001,Франция,3563,Nina Ricci,Nina Ricci Premier Jour
элитная,"древесные, цитрусовые",для мужчин,"Бергамот, Зеленое яблоко","Корица, Кофе, Листья фиалки","Бобы тонка, Кедр, Кожа, Мускус",Испания,2006,Испания,469,Angel Schlesser,Angel Schlesser Essential For Men
элитная,"древесные, фужерные",для мужчин,"Ветивер, Жасмин, Розовый перец, Цитрус","Грейпфрут, Кедр, Лабданум, Мята","Имбирь, Ладан, Пачули, Сандаловое дерево",Франция,2010,Франция,15154,Chanel,Chanel Bleu de Chanel
миддл ап,"цветочные, цитрусовые",для женщин,"Бергамот, Грейпфрут, Фрезия","Ирис, Цветы лотоса","Гелиотроп, Мускус",Италия,2001,Италия,29505,Gian Marco Venturi,Gian Marco Venturi Woman
элитная,фужерные,для мужчин,"Грейпфрут, Зеленый кардамон, Розмарин","Иланг-иланг, Тубероза","Кедр, Кожа","Великобритания, Германия",2011,Франция,18866,Lacoste,Lacoste Eau De L.12.12 Blanc
элитная,"зеленые, свежие",для мужчин,"Белый кедр, Бергамот, Боярышник, Лаванда, Лимон, Мандарин, Ромашка, Цветы мускатного ореха","Белый кедр, Гвоздика, Жасмин, Жимолость, Ландыш, Листья фиалки, Мускатный орех, Сандал","Амбра, Бобы тонка, Ветивер, Кожа, Мускус, Пачули",Франция,1988,Франция,1376,Dior,Dior Fahrenheit
элитная,"древесные, мускусные, цветочные",для женщин,"Малина, Роза","Жасмин, Листья черной смородины, Пион, Розовый перец","Ваниль, Вирджинийский кедр, Мускус",Франция,2011,Франция,19673,Lancome,Lancome Tresor Midnight Rose
элитная,фужерные,для мужчин,"Бергамот, Зеленый мандарин","Лаванда, Фиалка","Бобы тонка, Ветивер, Кашемировое дерево, Кожа",Италия,2012,Италия,35105,Trussardi,Trussardi My Land
элитная,цитрусовые,для мужчин,"Гедион, Грейпфрут, Кориандр, Мандарин","Ветивер, Экстракт даваны","Кедр, Ладан",Франция,2002,Франция,2270,Givenchy,Givenchy Pour Homme
элитная,цитрусовые,для женщин,"Бергамот, Кожура апельсина, Лимон, Ревень","Амбра, Гвоздика, Дубовый мох, Жасмин, Мускус","Амбра, Гвоздика, Дубовый мох, Жасмин, Зеленый чай, Мускус, Тмин, Щавель",Испания,1999,США,1801,Elizabeth Arden,Elizabeth Arden Green Tea
элитная,"фруктовые, цветочные",для женщин,"Белая фрезия, Горький апельсин, Персик","Жасмин, Магнолия, Роза","Амбра, Кедр из Вирджинии, Мускус",Франция,2010,Франция,15223,Lanvin,Lanvin Marry Me
миддл ап,"цветочные, цитрусовые",для женщин,"Бергамот, Грейпфрут, Фрезия","Ирис, Цветы лотоса","Гелиотроп, Мускус",Италия,2001,Италия,2216,Gian Marco Venturi,Gian Marco Venturi Woman
элитная,"цветочные, шипровые",для женщин,Цитрусовые ноты,"Водяной гиацинт, Жасмин","Амбра, Белый мускус, Ветивер, Пачули, Тиковое дерево",Франция,2007,Франция,1282,Chanel,Chanel Chance Eau Fraiche
элитная,"древесные, мускусные, цветочные",для женщин,"Ананас, Бергамот, Грейпфрут, Персик, Синяя роза","Гардения, Гиацинт, Красное яблоко, Ландыш, Роза, Фиалка, Фрезия, Цветок лотоса","Амбра, Белый мускус, Кедр, Ладан, Морские водоросли, Мускус, Пачули",Франция,2007,Япония,11834,Shiseido,Shiseido Zen
миддл маркет,"древесные, мускусные, цветочные",для женщин,"Апельсин, Грейпфрут, Красная смородина, Лимон","Камыш, Корица, Ландыш, Чайная роза","Древесина танака, Кедр, Мускус",Италия,2004,Италия,3474,Moschino,Moschino I Love Love
элитная,цветочные,для женщин,"Лимон, Мята","Жасмин, Пион, Розовый перец","Кедр, Лабданум, Сахар",Франция,2010,Италия,15199,Giorgio Armani,Giorgio Armani Acqua di Gioia
элитная,"древесные, цветочные",для женщин,"Бергамот, Зеленое яблоко, Масло мускатного ореха, Перец, Фрезия","Гелиотроп, Гибискус, Жасмин, Роза, Фиалка","Кедр, Кожа, Лабданум, Ладан, Мускус, Сандаловое дерево","Великобритания, Испания",2003,Франция,3022,Lacoste,Lacoste Pour Femme
элитная,"пряные, фруктовые, цветочные",для женщин,"Бергамот, Корень можжевельника, Мандарин, Цветок апельсина","Гедион, Древесные ноты, Зеленый перец, Красный перец, Ландыш","Белый мускус, Кардамон, Шалфей","Испания, Италия",2000,Испания,460,Angel Schlesser,Angel Schlesser Femme
элитная,"фруктовые, цветочные",для женщин,"Колокольчик, Лимон","Бамбук, Белая роза, Жасмин","Амбра, Кедр, Мускус","Германия, Франция",2001,Италия,1649,Dolce&Gabbana,Dolce&Gabbana Light Blue
элитная,"древесные, пряные",для мужчин,"Апельсин, Грейпфрут, Минералы","Герань, Кедр атласский, Перец, Роза","Бензоин, Ветивер, Пачули",Франция,2006,Франция,2585,Hermes,Hermes Terre d'Hermes
элитная,цветочные,для женщин,"Грейпфрут, Магнолия, Огурец","Зеленое яблоко, Ландыш, Роза, Тубероза, Фиалка","Белая амбра, Древесные ноты",Швейцария,2004,США,1685,DKNY,DKNY Be Delicious
элитная,"восточные, цветочные",для женщин,"Бергамот, Грейпфрут, Листья черной смородины","Кактус, Орхидея","Амбра, Ваниль, Кедр","Европейский Союз, США",2007,США,977,Calvin Klein,Calvin Klein CK IN2U Her
элитная,"восточные, цветочные",унисекс,Амброксан,Амброксан,Амброксан,Великобритания,2008,Германия,16319,Escentric Molecules,Escentric Molecules Molecule 02
элитная,"фруктовые, цветочные",для женщин,"Айва, Грейпфрут","Гиацинт, Жасмин","Амбра, Ирис, Кедр, Мускус",Франция,2010,Франция,12785,Chanel,Chanel Chance Eau Tendre
элитная,"древесные, фужерные",для мужчин,"Бергамот, Мускатный шалфей, Розовый перец","Кожа, Таитянский ветивер","Акигалавуд, Амброксан, Какао, Пачули из Индонезии",Франция,2019,Франция,626087,Montblanc,Montblanc Explorer
элитная,цветочные,для женщин,"Бергамот, Флердоранж","Жасмин, Индийская тубероза","Белый мускус, Бурбонская ваниль, Виргинский кедр",Франция,2020,Италия,837387,Giorgio Armani,Giorgio Armani My Way
элитная,"восточные, древесные",для мужчин,"Ветиверил ацетат, Кипарис","Бурбонский ветивер, Ветивер из Гаити","Кашемировое дерево, Мускус",Франция,2006,Франция,46457,Lalique,Lalique Encre Noire
элитная,"фруктовые, цветочные",для женщин,"Лайм, Лимон","Ваниль, Лунный цветок, Пион, Яблоко в карамели","Дерево яблони, Мускус",Франция,2006,Франция,3578,Nina Ricci,Nina Ricci Nina
элитная,"восточные, фужерные",для мужчин,Бергамот,"Звездчатый анис, Китайский перец, Лаванда, Мускатный орех","Амброксан, Ваниль",Франция,2018,Франция,449889,Dior,Dior Sauvage Eau de Parfum
элитная,"восточные, гурманские",для женщин,Груша,"Ванильная орхидея, Роза","Ладан, Папирус, Пачули, Пралине",Франция,2015,Франция,168595,Lancome,Lancome La Nuit Tresor
элитная,"фруктовые, цветочные",для женщин,"Бамбук, Кумкват, Юзу","Древесные ноты, Жасмин, Зеленое яблоко, Лотос, Роза, Сандаловое дерево","Белый кедр, Древесные ноты, Кедр, Сандаловое дерево",Италия,2012,Италия,37381,Trussardi,Trussardi Delicate Rose
элитная,"фруктовые, цветочные",для женщин,"Красная смородина, Красное яблоко","Белая фрезия, Жасмин","Белый мускус, Ванильная орхидея, Светлая древесина",Франция,2016,Франция,329719,Lanvin,Lanvin Modern Princess
элитная,"фруктовые, цветочные",для женщин,"Груша, Розовый перец, Черная смородина","Гелиотроп, Жасмин, Роза","Белый кедр, Ваниль",Франция,2017,Италия,428611,Giorgio Armani,Giorgio Armani Si Passione
элитная,"фруктовые, шипровые",для женщин,"Calone, Апельсин, Бергамот, Груша, Клубника, Малина, Танжерин","Апельсиновый цвет, Дурман, Жасмин, Жасмин самбак, Пивонья","Ваниль, Кедр, Листья пачули, Мох",Франция,2016,Франция,314329,Yves Saint Laurent,Yves Saint Laurent Mon Paris
элитная,"восточные, цветочные",для женщин,"Водяной жасмин, Зеленый мандарин, Цветок имбиря","Ваниль, Соль","Кашемировое дерево, Сандаловое дерево, Серая амбра",Франция,2015,Испания,187255,Paco Rabanne,Paco Rabanne Olympea
элитная,"восточные, древесные",для женщин,"Бергамот, Лаванда","Жасмин самбак, Ирис","Кумарин, Сандал, Таитянская ваниль",Франция,2017,Франция,335957,Guerlain,Guerlain Mon Guerlain
элитная,цветочные,для женщин,"Мандарин, Сладкий горошек","Гардения, Орхидея","Ваниль, Древесные ноты, Мускус, Сандаловое дерево","Испания, Франция",2001,Франция,3563,Nina Ricci,Nina Ricci Premier Jour
элитная,"древесные, цитрусовые",для мужчин,"Бергамот, Зеленое яблоко","Корица, Кофе, Листья фиалки","Бобы тонка, Кедр, Кожа, Мускус",Испания,2006,Испания,469,Angel Schlesser,Angel Schlesser Essential For Men
элитная,"древесные, фужерные",для мужчин,"Ветивер, Жасмин, Розовый перец, Цитрус","Грейпфрут, Кедр, Лабданум, Мята","Имбирь, Ладан, Пачули, Сандаловое дерево",Франция,2010,Франция,15154,Chanel,Chanel Bleu de Chanel
миддл ап,"цветочные, цитрусовые",для женщин,"Бергамот, Грейпфрут, Фрезия","Ирис, Цветы лотоса","Гелиотроп, Мускус",Италия,2001,Италия,29505,Gian Marco Venturi,Gian Marco Venturi Woman
элитная,фужерные,для мужчин,"Грейпфрут, Зеленый кардамон, Розмарин","Иланг-иланг, Тубероза","Кедр, Кожа","Великобритания, Германия",2011,Франция,18866,Lacoste,Lacoste Eau De L.12.12 Blanc
элитная,"зеленые, свежие",для мужчин,"Белый кедр, Бергамот, Боярышник, Лаванда, Лимон, Мандарин, Ромашка, Цветы мускатного ореха","Белый кедр, Гвоздика, Жасмин, Жимолость, Ландыш, Листья фиалки, Мускатный орех, Сандал","Амбра, Бобы тонка, Ветивер, Кожа, Мускус, Пачули",Франция,1988,Франция,1376,Dior,Dior Fahrenheit
элитная,"древесные, мускусные, цветочные",для женщин,"Малина, Роза","Жасмин, Листья черной смородины, Пион, Розовый перец","Ваниль, Вирджинийский кедр, Мускус",Франция,2011,Франция,19673,Lancome,Lancome Tresor Midnight Rose
элитная,"древесные, цветочные",для женщин,"Бергамот, Имбирь, Кардамон, Мандарин","Жасмин, Лилия, Листья фиалки, Роза","Дерево, Дубовый мох, Мускус","Испания, Италия",2006,Испания,525,Armand Basi,Armand Basi In Red Eau de Parfum
элитная,"фруктовые, цветочные",для женщин,"Бергамот, Груша, Дыня, Магнолия, Мандарин, Персик","Жасмин, Ландыш, Орхидея, Роза, Слива, Тубероза, Фиалка, Фрезия","Ваниль, Ежевика, Кедр, Мускус",Франция,1999,Франция,1413,Dior,Dior Jadore
элитная,"восточные, цветочные",для женщин,"Лимонная цедра, Личи, Пион","Роза, Розовый перец, Фрезия","Амбретта, Ветивер, Пачули",Франция,2007,Франция,4273,Yves Saint Laurent,Yves Saint Laurent Elle
элитная,цитрусовые,для женщин,"Апельсиновый цвет, Горький апельсин, Зеленый чай, Клементин, Плющ","Базилик, Мандарин, Пион, Ромашка","Амбра, Сандаловое дерево",Франция,2007,Франция,2507,Guerlain,Guerlain Aqua Allegoria Mandarine Basilic
элитная,древесные,для мужчин,"Бергамот, Листья шису","Анис, Ветивер, Имбирь, Кардамон, Кедр, Корица, Лаванда, Рис, Сандал","Белый мускус, Древесные ноты, Дубовый мох",Испания,2001,Испания,465,Angel Schlesser,Angel Schlesser Homme
элитная,фужерные,для мужчин,"Бергамот, Лимон, Майская роза, Нероли","Белый кедр, Герань, Гиацинт, Мускатный шалфей","Амбра, Бобы тонка, Мускус",Италия,2008,Италия,9704,Versace,Versace Pour Homme
элитная,"восточные, цветочные",для женщин,"Бергамот, Груша","Апельсиновый цвет, Жасмин самбак, Тубероза","Амброксан, Ваниль, Ветивер, Пачули",Франция,2018,Франция,558497,Givenchy,Givenchy L'Interdit Eau de Parfum
элитная,"древесные, пряные",для мужчин,"Бергамот, Грейпфрут, Листья кардамона, Мандарин","Лотос, Нероли, Перец, Ростки черной смородины","Древесные ноты, Дубовый мох, Пачули",Испания,2005,Испания,9694,Armand Basi,Armand Basi In Blue
элитная,"фруктовые, цветочные",для женщин,"Ананас, Маракуйя","Персик, Фрезия","Амбра, Кедр",Италия,2007,Италия,3903,Salvatore Ferragamo,Salvatore Ferragamo Incanto Shine
нишевая,фужерные,унисекс,"Бергамот, Мандарин","Зеленый чай, Черная смородина","Гальбанум, Мускус, Петитгрейн, Сандал",Франция,1995,Франция,11698,Creed,Creed Silver Mountain Water
элитная,"фруктовые, цветочные",для женщин,"Лимон, Малина, Нероли","Гардения, Жасмин, Цветок апельсина","Амбра, Белый мед, Пачули",Франция,2010,Испания,15218,Paco Rabanne,Paco Rabanne Lady Million
элитная,"фруктовые, цветочные",для женщин,"Груша, Цитрусовый аккорд, Черная смородина","Ежевика, Малина, Пион, Фрезия","Амбра, Мускус, Сандал",Франция,2008,Франция,3195,Lanvin,Lanvin Jeanne Lanvin
элитная,"фужерные, цитрусовые",унисекс,"Бергамот, Сицилийский лимон, Специи, Черная смородина","Водяной жасмин, Листья пачули, Фруктовые ноты","Белый кедр, Белый мускус, Ваниль, Дубовый мох, Кожа, Сандаловое дерево",Франция,2011,Франция,77879,Mancera,Mancera Cedrat Boise
элитная,цветочные,для женщин,"Гранат, Ледяной аккорд, Юзу","Лотос, Магнолия, Пион","Амбра, Красное дерево, Мускус",Италия,2006,Италия,4147,Versace,Versace Bright Crystal
элитная,"цветочные, шипровые",для женщин,"Личи, Фрезия","Имбирь, Магнолия, Мандарин, Перец","Амбра, Жасмин, Мускус",Франция,2000,Франция,3071,Lancome,Lancome Miracle
элитная,"восточные, цветочные",для женщин,"Имбирь, Кардамон, Перец","Гардения, Кокос, Пион, Цветок апельсина","Амбра, Мускус, Сандаловое дерево",Италия,2004,Италия,4137,Versace,Versace Crystal Noir
элитная,цветочные,для женщин,Сицилийский мандарин,"Абрикос, Дамасская роза, Персик, Пион",Белый мускус,Франция,2014,Франция,63671,Dior,Dior Miss Dior Blooming Bouquet
элитная,"фруктовые, цветочные",для женщин,"Груша, Мандарин",Орхидея,"Ириска, Пачули",Франция,2011,Великобритания,26017,Jimmy Choo,Jimmy Choo Eau de Parfum
элитная,"водяные, фужерные",для мужчин,"Апельсин, Мандарин, Петитгрейн","Болгарская лаванда, Морские водоросли, Цветок хлопка","Амбра, Вирджинийский кедр, Древесные ноты",США,2005,Италия,690,Bvlgari,Bvlgari Aqva Pour Homme
элитная,"древесные, пряные",для мужчин,"Арбуз, Бергамот, Кардамон, Лимон, Мандарин","Корица, Перец","Амбра, Бобы тонка, Кедр, Мускус, Сандаловое дерево",Франция,2004,США,1048,Carolina Herrera,Carolina Herrera Chic For Men
элитная,"восточные, пряные",для мужчин,"Бергамот, Грейпфрут","Древесные ноты, Жасмин, Фиалка, Шафран","Амбра, Ваниль, Дубовый мох, Кожа, Сахар",Испания,2009,США,11422,Carolina Herrera,Carolina Herrera CH Men
элитная,"восточные, фужерные",для женщин,"Бергамот, Лаванда, Мандарин","Апельсиновый цвет, Жасмин самбак, Лаванда, Орхидея","Бобы тонка, Ветивер, Мадагаскарская ваниль, Серая амбра",Франция,2020,Франция,837444,Yves Saint Laurent,Yves Saint Laurent Libre Intense
элитная,"фруктовые, цветочные",для женщин,"Лимон, Малина, Нероли",Роза,"Ваниль, Древесный янтарь, Мускус",Франция,2017,Италия,372373,Giorgio Armani,Giorgio Armani Emporio Armani Because It’s You
элитная,"древесные, фруктовые, цветочные",для женщин,"Бергамот, Красная смородина, Свежие фрукты","Болгарская роза, Пион, Фиалка, Фрезия","Ветивер, Мускус, Сандаловое дерево",Испания,2004,Испания,471,Angel Schlesser,Angel Schlesser Essential
нишевая,"сладкие, фруктовые, цветочные",унисекс,"Абрикос, Черная орхидея, Шампанское",Абрикос,"Махагони, Сливки",Дания,2014,Дания,146597,Zarkoperfume,Zarkoperfume Pink Molécule 090.09
элитная,цветочные,для женщин,"Бергамот, Давана, Жасмин, Ирис, Мимоза, Фиалка, Фрезия","Герань, Жасмин, Ирис, Кориандр","Амбра, Мускус, Сандал",Канада,1995,Италия,1138,Cerruti,Cerruti 1881 Pour Femme
элитная,"водяные, цветочные",для женщин,"Киви, Ревень, Розовый перец","Арбуз, Жасмин, Цикламен","Лимонное дерево, Мускус, Сандал",Франция,2009,Италия,16766,Dolce&Gabbana,Dolce&Gabbana Anthology L'Imperatrice 3
элитная,"фужерные, цитрусовые",для мужчин,"Бергамот, Лайм, Мандарин","Жасмин, Листья фиалки, Розмарин","Белый кедр, Мускус, Сандаловое дерево",Франция,2015,Франция,156841,Lanvin,Lanvin Eclat d'Arpege Pour Homme
элитная,"цветочные, шипровые",для женщин,"Зеленый мандарин, Черная смородина","Дубовый мох, Нероли, Пачули, Роза","Белый мускус, Ваниль",Франция,2019,Италия,593691,Giorgio Armani,Giorgio Armani Si Fiori
элитная,"древесные, мускусные, цветочные",для мужчин,"Бергамот, Имбирь, Лимон","Базилик, Белый перец, Листья фиалки, Специи","Бобы тонка, Ветивер, Кедр",Франция,2006,Франция,4219,Yves Saint Laurent,Yves Saint Laurent L'Homme
элитная,"фруктовые, цветочные",унисекс,"Грейпфрут, Зеленый манго, Морковь, Помидор","Апельсин, Гиацинт, Камыш, Лотос, Пион","Ирис, Корица, Лабданум, Ладан, Мускус",Франция,2005,Франция,2578,Hermes,Hermes Un Jardin sur le Nil
элитная,"фруктовые, цветочные",для женщин,"Ананас, Маракуйя","Персик, Фрезия","Амбра, Кедр",Италия,2007,Италия,3906,Salvatore Ferragamo,Salvatore Ferragamo Incanto Shine
элитная,"водяные, цветочные",для женщин,"Зеленая сирень, Мандарин, Мята, Тростник","Амариллис, Белый персик, Водяная лилия, Перец, Роза, Фиалка","Ваниль, Кедр",Франция,1996,Франция,2896,Kenzo,Kenzo L'Eau Kenzo Pour Femme
элитная,"древесные, мускусные, цветочные",унисекс,Iso E Super,Iso E Super,Iso E Super,Великобритания,2010,Германия,16260,Escentric Molecules,Escentric Molecules Molecule 01
элитная,древесные,для мужчин,"Лаванда, Листья апельсинового дерева из парагвая, Розмарин","Герань, Кедр атласский, Ладан, Шалфей","Ветивер, Дубовый мох, Кедр, Ладан",Франция,1993,Франция,1202,Chanel,Chanel Egoiste Platinum
нишевая,"древесные, фужерные",унисекс,"Зеленые ноты, Конопля","Древесные ноты, Кофе, Смола, Табак","Дерево агар, Ладан",Италия,2009,Нидерланды,151235,Nasomatto,Nasomatto Black Afgano
